TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,VISIT_AREA_NM,TRAVEL_PERSONA
f006157,여,20,2인 여행(가족 외),09,남해 독일마을,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006157,여,20,2인 여행(가족 외),09,돌창고,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006157,여,20,2인 여행(가족 외),09,스카이라인 루지 통영,"부산,울산,경남 방문/경상권 거주/39세 이하/커플/일반미션"
f006173,여,40,3대 동반 여행(친척 포함),08,가평휴게소 춘천 방향,강원 방문/수도권/강원 거주/40세 이상/3대 동반 여행/일반미션
f006173,여,40,3대 동반 여행(친척 포함),08,코마린 속초점,강원 방문/수도권/강원 거주/40세 이상/3대 동반 여행/일반미션
f006173,여,40,3대 동반 여행(친척 포함),08,아바이마을 활어회센터,강원 방문/수도권/강원 거주/40세 이상/3대 동반 여행/일반미션
f006173,여,40,3대 동반 여행(친척 포함),08,파리시다드,강원 방문/수도권/강원 거주/40세 이상/3대 동반 여행/일반미션
f006178,여,30,2인 여행(가족 외),08,천둥회와 물회 천둥 수산,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006178,여,30,2인 여행(가족 외),08,서울 양계,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006178,여,30,2인 여행(가족 외),08,강문해변,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006178,여,30,2인 여행(가족 외),08,강문 스테이,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006178,여,30,2인 여행(가족 외),08,여고시절 카레 떡볶이,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006178,여,30,2인 여행(가족 외),08,아르떼 뮤지엄 강릉,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006178,여,30,2인 여행(가족 외),08,갤러리 밥스,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006178,여,30,2인 여행(가족 외),08,최 씨 장칼국수,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006178,여,30,2인 여행(가족 외),08,엄지네 포장마차 본점,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006178,여,30,2인 여행(가족 외),08,강릉역,강원 방문/수도권/강원 거주/39세 이하/커플/일반미션
f006192,여,40,3인 이상 여행(가족 외),08,카페 툇마루,강원 방문/수도권/강원 거주/39세 이하/3인 이상 친구/일반미션
f006192,여,40,3인 이상 여행(가족 외),08,경포수 호텔,강원 방문/수도권/강원 거주/39세 이하/3인 이상 친구/일반미션
f006192,여,40,3인 이상 여행(가족 외),08,강문솟대다리,강원 방문/수도권/강원 거주/39세 이하/3인 이상 친구/일반미션
f006192,여,40,3인 이상 여행(가족 외),08,택지 골수제 생갈비,강원 방문/수도권/강원 거주/39세 이하/3인 이상 친구/일반미션
f006192,여,40,3인 이상 여행(가족 외),08,순부두짬뽕초당애,강원 방문/수도권/강원 거주/39세 이하/3인 이상 친구/일반미션
f006192,여,40,3인 이상 여행(가족 외),08,강문해변,강원 방문/수도권/강원 거주/39세 이하/3인 이상 친구/일반미션
f006192,여,40,3인 이상 여행(가족 외),08,강릉역,강원 방문/수도권/강원 거주/39세 이하/3인 이상 친구/일반미션
