TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,CLUSTER,CLUSTER_NEW
e004720,1,1.0,0.1666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,2.0,29
e000914,1,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.5,0.0,1.0,4
e003564,1,0.25,0.0,0.0,0.1666666666666666,0.0,0.0,1.0,2.0,11
e000396,1,0.25,0.3333333333333333,0.1666666666666666,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,2.0,11
e001890,0,0.0,0.8333333333333334,0.1666666666666666,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.0,0
e007797,0,0.25,0.1666666666666666,0.1666666666666666,0.0,0.0,0.5,0.8333333333333334,2.0,8
e003039,1,0.25,0.1666666666666666,1.0,0.1666666666666666,1.0,0.5,0.6666666666666666,1.0,10
e000782,0,0.75,0.5,1.0,0.6666666666666666,1.0,0.0,0.1666666666666666,0.0,18
e008478,1,0.0,0.1666666666666666,0.1666666666666666,0.5,0.5,0.8333333333333334,0.3333333333333333,1.0,4
e000655,0,0.75,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.1666666666666666,0.0,18
e006837,1,1.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.1666666666666666,1.0,2.0,29
e008666,0,0.5,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.0,12
e002058,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,24
e010598,1,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.8333333333333334,0.8333333333333334,1.0,1.0,4
e007838,1,0.25,1.0,1.0,1.0,0.8333333333333334,0.1666666666666666,0.8333333333333334,1.0,10
e007403,1,0.0,0.8333333333333334,0.5,0.5,0.6666666666666666,0.1666666666666666,0.8333333333333334,0.0,3
e007169,1,0.5,0.1666666666666666,0.0,0.8333333333333334,0.6666666666666666,0.5,0.8333333333333334,0.0,15
e001267,0,0.5,0.5,0.1666666666666666,0.1666666666666666,0.6666666666666666,0.1666666666666666,0.8333333333333334,2.0,14
e005765,0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.1666666666666666,0.0,12
e001538,0,0.5,0.1666666666666666,0.0,0.0,0.0,0.0,1.0,2.0,14
e000608,1,0.0,0.5,0.5,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,2.0,5
e003810,1,0.25,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,2.0,11
