TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_ACCOMPANY,TRAVEL_ID,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_DAYS,MAIN_TRAVEL_MONTH,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RELATION_TYPE,CLUSTER
e002448,1,0.25,0.5,0.1666666666666666,0.5,0.3333333333333333,0.1666666666666666,0.8333333333333334,2인 여행(가족 외),e_e002448,2023-06-08,2023-06-10,자가용,3,6,광명동굴,2,5.0,4.0,4.0,가족,2.0
e002448,1,0.25,0.5,0.1666666666666666,0.5,0.3333333333333333,0.1666666666666666,0.8333333333333334,2인 여행(가족 외),e_e002448,2023-06-08,2023-06-10,자가용,3,6,AK플라자 광명,4,5.0,3.0,3.0,가족,2.0
e002448,1,0.25,0.5,0.1666666666666666,0.5,0.3333333333333333,0.1666666666666666,0.8333333333333334,2인 여행(가족 외),e_e002448,2023-06-08,2023-06-10,자가용,3,6,이케아 광명점,4,5.0,5.0,5.0,가족,2.0
h000032,1,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.8333333333333334,2인 가족 여행,h_h000032,2023-05-25,2023-05-29,대중교통 등,5,5,무지개 렌터카,12,4.0,4.0,4.0,가족,0.0
h000032,1,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.8333333333333334,2인 가족 여행,h_h000032,2023-05-25,2023-05-29,대중교통 등,5,5,김녕항,7,4.0,4.0,4.0,가족,0.0
h000032,1,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.8333333333333334,2인 가족 여행,h_h000032,2023-05-25,2023-05-29,대중교통 등,5,5,사려니숲길,7,3.0,3.0,3.0,가족,0.0
h000032,1,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.8333333333333334,2인 가족 여행,h_h000032,2023-05-25,2023-05-29,대중교통 등,5,5,M1971 요트투어,13,5.0,4.0,5.0,가족,0.0
h000032,1,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.8333333333333334,2인 가족 여행,h_h000032,2023-05-25,2023-05-29,대중교통 등,5,5,절물자연휴양림,7,4.0,4.0,4.0,가족,0.0
h000032,1,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.8333333333333334,2인 가족 여행,h_h000032,2023-05-25,2023-05-29,대중교통 등,5,5,무지개 렌터카,12,4.0,4.0,3.0,가족,0.0
e002614,0,0.25,0.5,0.1666666666666666,0.5,0.6666666666666666,0.1666666666666666,1.0,3인 이상 여행(가족 외),e_e002614,2023-06-11,2023-06-13,대중교통 등,3,6,을왕리 해수욕장,1,5.0,4.0,5.0,친구,0.0
e002614,0,0.25,0.5,0.1666666666666666,0.5,0.6666666666666666,0.1666666666666666,1.0,3인 이상 여행(가족 외),e_e002614,2023-06-11,2023-06-13,대중교통 등,3,6,을왕리 해수욕장,1,5.0,5.0,5.0,친구,0.0
e002614,0,0.25,0.5,0.1666666666666666,0.5,0.6666666666666666,0.1666666666666666,1.0,3인 이상 여행(가족 외),e_e002614,2023-06-11,2023-06-13,대중교통 등,3,6,인천 차이나타운,4,3.0,2.0,4.0,친구,0.0
e002614,0,0.25,0.5,0.1666666666666666,0.5,0.6666666666666666,0.1666666666666666,1.0,3인 이상 여행(가족 외),e_e002614,2023-06-11,2023-06-13,대중교통 등,3,6,송도센트럴파크,7,5.0,4.0,3.0,친구,0.0
h002632,0,0.25,0.5,0.5,0.0,0.8333333333333334,1.0,1.0,3인 이상 여행(가족 외),h_h002632,2023-08-12,2023-08-16,대중교통 등,5,8,제주 타요 렌터카,12,5.0,5.0,5.0,친구,1.0
h002632,0,0.25,0.5,0.5,0.0,0.8333333333333334,1.0,1.0,3인 이상 여행(가족 외),h_h002632,2023-08-12,2023-08-16,대중교통 등,5,8,블루에 베이글,4,5.0,5.0,5.0,친구,1.0
h002632,0,0.25,0.5,0.5,0.0,0.8333333333333334,1.0,1.0,3인 이상 여행(가족 외),h_h002632,2023-08-12,2023-08-16,대중교통 등,5,8,도리빨,1,5.0,5.0,5.0,친구,1.0
h002632,0,0.25,0.5,0.5,0.0,0.8333333333333334,1.0,1.0,3인 이상 여행(가족 외),h_h002632,2023-08-12,2023-08-16,대중교통 등,5,8,중문색달해수욕장,1,5.0,5.0,5.0,친구,1.0
h002632,0,0.25,0.5,0.5,0.0,0.8333333333333334,1.0,1.0,3인 이상 여행(가족 외),h_h002632,2023-08-12,2023-08-16,대중교통 등,5,8,GS25 이중섭거리점,4,5.0,5.0,5.0,친구,1.0
h002632,0,0.25,0.5,0.5,0.0,0.8333333333333334,1.0,1.0,3인 이상 여행(가족 외),h_h002632,2023-08-12,2023-08-16,대중교통 등,5,8,코코넛 서브 서핑스쿨,5,5.0,5.0,5.0,친구,1.0
h002632,0,0.25,0.5,0.5,0.0,0.8333333333333334,1.0,1.0,3인 이상 여행(가족 외),h_h002632,2023-08-12,2023-08-16,대중교통 등,5,8,중문색달해수욕장,5,5.0,5.0,5.0,친구,1.0
h002632,0,0.25,0.5,0.5,0.0,0.8333333333333334,1.0,1.0,3인 이상 여행(가족 외),h_h002632,2023-08-12,2023-08-16,대중교통 등,5,8,중문서핑스쿨&중문서핑샵,4,5.0,5.0,5.0,친구,1.0
h002632,0,0.25,0.5,0.5,0.0,0.8333333333333334,1.0,1.0,3인 이상 여행(가족 외),h_h002632,2023-08-12,2023-08-16,대중교통 등,5,8,윤꽈배기,4,5.0,5.0,5.0,친구,1.0
h002632,0,0.25,0.5,0.5,0.0,0.8333333333333334,1.0,1.0,3인 이상 여행(가족 외),h_h002632,2023-08-12,2023-08-16,대중교통 등,5,8,다정이네 올레시장 본점,4,5.0,5.0,5.0,친구,1.0
h002632,0,0.25,0.5,0.5,0.0,0.8333333333333334,1.0,1.0,3인 이상 여행(가족 외),h_h002632,2023-08-12,2023-08-16,대중교통 등,5,8,투빅 커피 동홍점,4,5.0,5.0,5.0,친구,1.0
h002632,0,0.25,0.5,0.5,0.0,0.8333333333333334,1.0,1.0,3인 이상 여행(가족 외),h_h002632,2023-08-12,2023-08-16,대중교통 등,5,8,금능해수욕장,1,5.0,5.0,5.0,친구,1.0
h002632,0,0.25,0.5,0.5,0.0,0.8333333333333334,1.0,1.0,3인 이상 여행(가족 외),h_h002632,2023-08-12,2023-08-16,대중교통 등,5,8,협재해수욕장,1,5.0,5.0,5.0,친구,1.0
h002632,0,0.25,0.5,0.5,0.0,0.8333333333333334,1.0,1.0,3인 이상 여행(가족 외),h_h002632,2023-08-12,2023-08-16,대중교통 등,5,8,다구리 문화 예술공원,7,5.0,5.0,5.0,친구,1.0
g002788,0,0.0,0.8333333333333334,0.0,0.0,1.0,0.0,1.0,2인 여행(가족 외),g_g002788,2023-07-01,2023-07-03,자가용,3,7,이순신광장,2,5.0,5.0,5.0,친구,0.0
